"nome_tse","nome_final","descricao"
"DS_ORGAO","descricao_orgao","Tipo de comitê"
"NR_PARTIDO","numero_partido","Número do partido"
"SG_PARTIDO","sigla_partido","Sigla do partido"
"SG_UE_SUPERIOR","sigla_uf","Unidade da federação"
"NM_UE","nome_ue","Nome da unidade da federação"
"SG_UE","codigo_ue","Código do município"
"NR_CNPJ","cnpj","CNPJ de campanha"
"VR_RECEITA","valor","Valor da receita"
"DT_RECEITA","data","Data da receita"
"RTRIM(LTRIM(DR.DS_TITULO))","descricao_tipo","Tipo de receita"
"CD_TITULO","codigo_tipo","Código do tipo de receita"
"DS_ESP_RECURSO","tipo_recurso","Tipo de recurso (Em espécie, Cheque, Estimado, não informado)"
"CD_ESP_RECURSO","codigo_tipo_recurso","Código do tipo de recurso"
"NM_DOADOR","nome_doador","Nome do doador"
"CD_CPF_CNPJ_DOADOR","cpf_cnpj_doador","CPF/CNPJ doador"
"SG_UE_SUPERIOR_1","sigla_ue_doador","Unidade da federação do doador"
"NM_UE_1","nome_ue_doador","Nome da unidade da federação"
"SG_UE_1","codigo_ue_doador","Código do município"
"SITUACAOCADASTRAL","situacao_cadastral","Batimento Receita Federal do Brasil"
"NM_MEMBRO","nome_administrador","Nome do presidente do comitê financeiro"
"NR_CPF","cpf_administrador","CPF do presidente do comitê"
