"nome_tse","nome_final","descricao"
"SEQUENCIAL_CANDIDATO",numero_sequencial_candidato,"Número Sequencial do Candidato"
"SG_UF","sigla_uf","Unidade da federação do candidat"
"SG_PART","sigla_partido","Sigla do partido do candidato"
"DS_CARGO","cargo","Descrição do cargo"
"NO_CAND","nome_candidato","Nome do candidato"
"NR_CAND","numero_candidato","Número da candidatura"
"DT_DOC_DESP","data_despesa","Data da despesa"
"CD_CPF_CGC","cpf_cnpj_fornecedor","CPF/CNPJ do fornecedor"
"SG_UF_FORNECEDOR","sigla_uf_fornecedor","Unidade da federação do fornecedor"
"NO_FOR","nome_fornecedor","Nome do fornecedor"
"VR_DESPESA","valor_despesa","Valor da despesa"
"DS_TITULO","tipo_despesa","Tipo de despesa"
