nome_tse,nome_final,descricao
SEQUENCIAL_CANDIDATO,numero_sequencial,Número Sequencial do Candidato
SG_UF,sigla_unidade_federativa,Unidade da federação do candidat
SG_PART,sigla_partido,Sigla do partido do candidato
DS_CARGO,cargo,Descrição do cargo
NO_CAND,nome,Nome do candidato
NR_CAND,numero_candidatura,Número da candidatura
DT_DOC_DESP,data,Data da despesa
CD_CPF_CGC,cpf_cnpj_fornecedor,CPF/CNPJ do fornecedor
SG_UF_FORNECEDOR,sigla_unidade_federativa_fornecedor,Unidade da federação do fornecedor
NO_FOR,fornecedor,Nome do fornecedor
VR_DESPESA,valor,Valor da despesa
DS_TITULO,tipo,Tipo de despesa
