nome_tse,nome_final,descricao
Cód. Eleição,codigo_eleicao,Código da eleição
Desc. Eleição,eleicao,Descrição ou nome da Eleição
Data e hora,,
Sequencial Comite,numero_sequencial_comite,Número sequencial do comitê gerado internamente pelos sistemas eleitorais
UF,sigla_unidade_federativa,
Número UE,codigo_unidade_eleitoral,
Município,unidade_eleitoral,
Tipo comite,esfera_orgao,"Esfera partidária, podendo assumir os valores “Direção Nacional”, “Direção Estadual/Distrital”, “Direção Municipal”"
Sigla  Partido,sigla_partido,
Tipo do documento,tipo_documento,
Número do documento,numero_documento,
CPF/CNPJ do fornecedor,cpf_cnpj_fornecedor,
Nome do fornecedor,fornecedor,Nome do fornecedor de bens e/ou serviços declarado à Justiça Eleitoral
Nome do fornecedor (Receita Federal),fornecedor_receita_federal,Nome do fornecedor de bens e/ou serviços cadastrado na Receita Federal do Brasil
Cod setor econômico do doador,codigo_setor_economico_fornecedor,"Código CNAE do fornecedor de bens e/ou serviços, se pessoa jurídica"
Setor econômico do fornecedor,setor_economico_fornecedor,"Descrição da CNAE do fornecedor de bens e/ou serviços, se pessoa jurídica"
Data da despesa,data,
Valor despesa,valor,
Tipo despesa,tipo,
Descrição da despesa,descricao,Descrição da despesa
