nome_tse,nome_final,descricao
SEQUENCIAL_CANDIDATO,numero_sequencial,Número Sequencial do Candidato
NM_CANDIDATO,nome,Nome do candidato
SEXO,sexo,Sexo do(a) candidato(a)
DS_CARGO,cargo,Descrição do cargo
CD_CARGO,codigo_cargo,Código do cargo
NR_CANDIDATO,numero_candidatura,Número do candidato
SG_UE_SUPERIOR,sigla_unidade_federativa,Unidade da federação do candidato
NM_UE,unidade_eleitoral,Nome da unidade da federação
SG_UE,codigo_unidade_eleitoral,Código do município
DS_NR_TITULO_ELEITOR,titulo_eleitoral,Título eleitoral
CD_NUM_CPF,cpf,CPF do candidato
CD_NUM_CNPJ,cnpj,CNPJ de campanha
NR_PARTIDO,numero_partido,Número do partido
SG_PARTIDO,sigla_partido,Sigla do partido
VR_RECEITA,valor,Valor da receita
DT_RECEITA,data,Data da receita
DS_TITULO,tipo,Tipo de receita
CD_TITULO,codigo_tipo,Código do tipo de receita
DS_ESP_RECURSO,tipo_recurso,"Tipo de recurso (Em espécie,  Cheque,  Estimado, não informado)"
CD_ESP_RECURSO,codigo_tipo_recurso,Código do tipo de recurso
NM_DOADOR,doador,Nome do doador
CD_CPF_CNPJ_DOADOR,cpf_cnpj_doador,CPF/CNPJ do doador
SG_UE_SUPERIOR_1,sigla_unidade_eleitoral_doador,Unidade da federação do doador
NM_UE_1,unidade_eleitoral_doador,Nome da unidade da federação
SG_UE_1,codigo_unidade_eleitoral_doador,Código do município
SITUACAOCADASTRAL,situacao_cadastral,Batimento Receita Federal do Brasil
NM_ADM,administrador,Nome do administrador financeiro de campanha
CD_CPF_ADM,cpf_administrador,CPF do administrador financeiro de campanha
