nome_tse,nome_final,descricao
DS_ORGAO,esfera_orgao,"Esfera partidária, podendo assumir os valores “Direção Nacional”, “Direção Estadual/Distrital”, “Direção Municipal”"
NR_PARTIDO,numero_partido,Número do partido
SG_PARTIDO,sigla_partido,Sigla do partido
SG_UE_SUPERIOR,sigla_unidade_federativa,Unidade da federação
NM_UE,unidade_eleitoral,Nome da unidade da federação
SG_UE,codigo_unidade_eleitoral,Código do município
NR_CNPJ,cnpj_orgao,CNPJ de campanha
VR_DESPESA,valor,Valor da despesa
DT_DESPESA,data,Data da despesa
RTRIM(LTRIM(DR.DS_TITULO)),tipo,Tipo de despesa
CD_TITULO,codigo_tipo,Código do tipo de despesa
DS_ESP_RECURSO,tipo_recurso,"Forma de pagamento (EM ESPÉCIE, CHEQUE, ESTIMADO, NÃO INFORMADO)"
CD_ESP_RECURSO,codigo_forma_pagamento,Código da forma de pagamento
DS_NR_DOCUMENTO,numero_documento,Número do documento
DS_TIPO_DOCUMENTO,tipo_documento,"Tipo de documento (Nota Fiscal, Recibo, Outros)"
CD_TIPO_DOCUMENTO,codigo_tipo_documento,Código do tipo de documento
NM_FORNECEDOR,fornecedor,Nome do fornecedor
CD_CPF_CNPJ_FORNECEDOR,cpf_cnpj_fornecedor,CPF/CNPJ do fornecedor
SG_UE_SUPERIOR_1,sigla_unidade_eleitoral_fornecedor,Unidade da federação do fornecedor
NM_UE_1,unidade_eleitoral_fornecedor,Nome da unidade da federação do fornecedor
SG_UE_1,codigo_unidade_eleitoral_fornecedor,Código do município do fornecedor
SITUACAOCADASTRAL,situacao_cadastral,Batimento Receita Federal do Brasil
NM_MEMBRO,administrador,Nome do presidente do comitê
NR_CPF,cpf_administrador,Número do CPF do presidente do comitê
