nome_tse,nome_final,descricao
DS_ORGAO,descricao_orgao,
NR_PARTIDO,numero_partido,
SG_PART,sigla_partido,
SIGLA_UE,sigla_ue,
CNPJ,cpf_cnpj_candidato,
VR_RECEITA,valor_receita,
DT_RECEITA,data_receita,
RTRIM(LTRIM(DR.DS_TITULO)),descricao_titulo,
CD_TITULO,codigo_titulo,
RV_MEANING,rv_meaning,
TP_RECURSO,tipo_recurso,
NR_DOC_DESP,numero_document_despesa,
RV_MEANING_1,rv_meaning_1,
CD_DOC,codigo_documento,
NO_FOR,nome_fornecedor,
CD_CPF_CGC,cpf_cnpj_fornecedor,
NO_UE,nome_ue,
SITUACAOCADASTRAL,situacao_cadastral,
