nome_tse,nome_final,descricao
DS_ORGAO,esfera_orgao,"Esfera partidária, podendo assumir os valores “Direção Nacional”, “Direção Estadual/Distrital”, “Direção Municipal”"
NR_PARTIDO,numero_partido,Número do partido
SG_PART,sigla_partido,Sigla do partido
SG_UE,sigla_unidade_federativa,Unidade da federação
CNPJ,cnpj,CNPJ de campanha
VR_RECEITA,valor,Valor da receita
DT_RECEITA,data,Data da receita
RTRIM(LTRIM(DR.DS_TITULO)),tipo,Tipo de receita
CD_TITULO,codigo_tipo,Código do tipo de receita
RV_MEANING,tipo_recurso,"Tipo de recurso (Em espécie, Cheque, Estimado, não informado);"
TP_RECURSO,codigo_tipo_recurso,Código do tipo de recurso
NO_DOADOR,doador,Nome do doador
CD_CPF_CGC_DOA,cpf_cnpj_doador,CPF/CNPJ doador
NO_UE,unidade_eleitoral_doador,Nome da unidade da federação do doador
SITUACAOCADASTRAL,situacao_cadastral,Batimento Receita Federal do Brasil
