nome_tse,nome_final,descricao
NO_CAND,nome_candidato,
DS_CARGO,descricao_cargo,
CD_CARGO,codigo_cargo,
NR_CAND,numero_candidato,
SG_UE_SUP,sigla_ue_superior,
NO_UE,nome_ue,
SG_UE,sigla_ue,
NR_PART,numero_partido,
SG_PART,sigla_partido,
VR_RECEITA,valor_receita,
DT_RECEITA,data_receita,
RTRIM(LTRIM(DR.DS_TITULO)),descricao_titulo,
CD_TITULO,codigo_titulo,
"DECODE(REC.TP_RECURSO,0,'EMESPÉCIE',1,'CHEQUE',2,'ESTIMADO','NÃOINFORMADO')",dec_tipo_recurso,
TP_RECURSO,tipo_recurso,
NO_DOADOR,nome_doador,
CD_CPF_CGC_DOA,cpf_cnpj_doador,
RV_MEANING,rv_meaning,
