nome_tse,nome_final,descricao
SEQUENCIAL_CANDIDATO,numero_sequencial,Número Sequencial do Candidato
SG_UF,sigla_unidade_federativa,Unidade da federação do candidato
SG_PART,sigla_partido,Sigla do partido do candidato
DS_CARGO,cargo,Descrição do cargo
NO_CAND,nome,Nome do candidato
NR_CAND,numero_candidatura,Número da candidatura
DT_RECEITA,data,Data da receita
CD_CPF_CGC,cpf_cnpj_doador,CPF/CNPJ do doador
SG_UF_DOADOR,sigla_unidade_federativa_doador,Unidade da federação do doador
NO_DOADOR,doador,Nome do doador
VR_RECEITA,valor,Valor da receita
TP_RECURSO,tipo_recurso,"Tipo de recurso (Cheque, TED, Dinheiro, etc)"
