nome_tse,nome_final,descricao
Data e hora,,
Sequencial Candidato,numero_sequencial,
UF,sigla_unidade_federativa,
Sigla Partido,sigla_partido,
Número candidato,numero_candidatura,
Cargo,cargo,
Nome candidato,nome,
CPF do candidato,cpf,Número do CPF do candidato
Entrega em conjunto?,entrega_em_conjuto,Entrega em conjunto?
Tipo do documento,tipo_documento,
Número do documento,numero_documento,
CPF/CNPJ do fornecedor,cpf_cnpj_fornecedor,
Nome do fornecedor,fornecedor,
Data da despesa,data,
Valor despesa,valor,
Tipo despesa,tipo,
Fonte recurso,fonte_recurso,"Fonte do recurso da doação, podendo ser “Fundo Partidário” ou “Outros Recursos”"
Espécie recurso,tipo_recurso,
Descriçao da despesa,descricao,Descrição da despesa
