"nome_tse","nome_final","descricao"
"Data e hora",,
"UF","sigla_uf",
"Tipo partido","descricao_orgao",
"Sigla Partido","sigla_partido",
"Tipo do documento","tipo_documento",
"Número do documento","numero_documento",
"CPF/CNPJ do fornecedor","cpf_cnpj_fornecedor",
"Nome do fornecedor","nome_fornecedor",
"Data da despesa","data_despesa",
"Valor despesa","valor_despesa",
"Tipo despesa","tipo_despesa",
"Fonte recurso","fonte_recurso",
"Espécie recurso","tipo_recurso",
"Descrição da despesa","descricao_despesa",
