nome_tse,nome_final,descricao
NO_CAND,nome_candidato,
DS_CARGO,descricao_cargo,
CD_CARGO,codigo_cargo,
NR_CAND,numero_candidato,
SG_UE_SUP,sigla_ue_superior,
NO_UE,nome_ue,
SG_UE,sigla_ue,
NR_PART,numero_partido,
SG_PART,sigla_partido,
VR_DESPESA,valor_despesa,
DT_DOC_DESP,data_despesa,
RTRIM(LTRIM(DR.DS_TITULO)),descricao_titulo,
CD_TITULO,codigo_titulo,
"DECODE(REC.TP_RECURSO,0,'EMESPÉCIE',1,'CHEQUE',2,'ESTIMADO','NÃOINFORMADO')",dec_tipo_recurso,
TP_RECURSO,tipo_recurso,
NR_DOC_DESP,numero_documento_despesa,
DS_TIPO_DOCUMENTO,descricao_tipo_documento,
CD_DOC,codigo_documento,
NO_FOR,nome_fornecedor,
CD_CPF_CGC,codigo_cpf_cgc,
DS_MUNIC,descricao_municipio,
RV_MEANING,rv_meaning,
