nome_tse,nome_final,descricao
Cód. Eleição,,
Desc. Eleição,descricao_eleicao,
Data e hora,,
Sequencial Candidato,sequencial_candidato,
UF,sigla_uf,
Número UE,numero_ue,
Município,municipio,
Sigla  Partido,sigla_partido,
Número candidato,numero_candidato,
Cargo,cargo,
Nome candidato,nome_candidato,
CPF do candidato,cpf_candidato,
Tipo do documento,tipo_documento,
Número do documento,numero_documento,
CPF/CNPJ do fornecedor,cpf_cnpj_fornecedor,
Nome do fornecedor,nome_fornecedor,
Nome do fornecedor (Receita Federal),nome_fornecedor_receita_federal,
Cod setor econômico do doador,codigo_setor_economico_fornecedor,
Setor econômico do fornecedor,setor_economico_fornecedor,
Data da despesa,data_despesa,
Valor despesa,valor_despesa,
Tipo despesa,tipo_despesa,
Descriçao da despesa,descricao_despesa,
