"nome_tse","nome_final","descricao"
"Cód. Eleição",codigo_eleicao,
"Desc. Eleição","eleicao",
"Data e hora",,
"CNPJ Prestador Conta","cnpj_orgao",
"Sequencial Diretorio","numero_sequencial_diretorio",
"UF","sigla_unidade_federativa",
"Tipo diretorio","orgao",
"Sigla  Partido","sigla_partido",
"Tipo do documento","tipo_documento",
"Número do documento","numero_documento",
"CPF/CNPJ do fornecedor","cpf_cnpj_fornecedor",
"Nome do fornecedor","fornecedor",
"Nome do fornecedor (Receita Federal)","fornecedor_receita_federal",
"Cod setor econômico do fornecedor","codigo_setor_economico_fornecedor",
"Setor econômico do fornecedor","setor_economico_fornecedor",
"Data da despesa","data",
"Valor despesa","valor",
"Tipo despesa","tipo",
"Descrição da despesa","descricao",
